Key  (PURPLE means not ready for translation yet),Translation,Version,Comment (context for translators)
structure.floors.coolmaticfloor.desc,Elegáns burkolatba épített radiátor alternatíva megnövelt hűtési sebességgel.,,
structure.floors.floor01,Burkolat,,
structure.floors.floor01.desc,Normál hajóburkolat.,,
structure.floors.floor01angle,Burkolat (átlós),,
structure.floors.floor01angle.desc,Egy átlós burkolódarab. Elforgatható.,,
structure.floors.floor01lit,Burkolat (világított),,
structure.floors.floor01lit.desc,"Olyan burkolódarab, amely fényt bocsát ki, amikor az elektromos hálózathoz csatlakozik. Színe tetszés szerint testreszabható.",,
structure.floors.floor02,Burkolat,,
structure.floors.floor02.desc,Normál hajóburkolat.,,
structure.floors.floor02angle,Burkolat (átlós),,
structure.floors.floor02angle.desc,Egy átlós burkolódarab. Elforgatható.,,
structure.floors.floor02lit,Burkolat (világított),,
structure.floors.floor02lit.desc,"Olyan burkolódarab, amely fényt bocsát ki, amikor az elektromos hálózathoz csatlakozik. Színe tetszés szerint testreszabható.",,
structure.floors.flooremblem,Jelkép burkolat,2022-03-31,
structure.floors.flooremblem.desc,Egyedi burkolat az általad választott grafikával.,2022-03-23,
structure.floors.flooremblemreinforced,Megerősített jelkép burkolat,,
structure.floors.flooremblemreinforced.desc,Egyedi megerősített burkolat az általad választott grafikával.,,
structure.floors.floorglass01,Üvegburkolat,,
structure.floors.floorglass01.desc,Világűr kilátással. Kiválóan néz ki a kolonisták laknegyedében.,,
structure.floors.floorglass01lit,Üvegburkolat (világított),,
structure.floors.floorglass01lit.desc,Átlátszó burkolat gyönyörű kilátással és beépített lámpákkal.,,
structure.floors.floorreinforced01,Megerősített burkolat,,
structure.floors.floorreinforced01.desc,"A normál burkolat erősebb, ellenállóbb változata. Magasabb hőmérsékletnek is ellenáll.",,
structure.floors.floorreinforced01angle,Megerősített burkolat (átlós),,
structure.floors.floorreinforced01angle.desc,Egy átlós megerősített burkolódarab.,,
structure.floors.floorreinforced01lit,Megerősített burkolat (világított),,
structure.floors.floorreinforced01lit.desc,"Megerősített burkolat, beépített lámpákkal.",,
structure.floors.floorreinforced02,Megerősített burkolat,,
structure.floors.floorreinforced02.desc,"A normál burkolat erősebb, ellenállóbb változata. Magasabb hőmérsékletnek is ellenáll.",,
structure.floors.floorreinforced02angle,Megerősített burkolat (átlós),,
structure.floors.floorreinforced02angle.desc,Egy átlós megerősített burkolati darab.,,
structure.floors.floorreinforced02lit,Megerősített burkolat (világított),,
structure.floors.floorreinforced02lit.desc,"Megerősített burkolat, beépített lámpákkal.",,
structure.floors.floorvent01,Burkolati szellőző,,
structure.floors.floorvent01.desc,"Szellőző, amely szabad térnek teheti ki a helyiséget. Kiváló tűzoltásra.",,
structure.floors.frame01,Szerkezeti elem,,
structure.floors.frame01.desc,"Olcsó szerkezeti elem. Figyelmeztetés: Beltérben helyezve szabad térnek teszi ki a területet. Nehezebb járni rajta, mint egy normál burkolaton.",,
structure.floors.frame02,Szerkezeti elem,,
structure.floors.frame02.desc,"Olcsó szerkezeti elem. Figyelmeztetés: Beltérben helyezve szabad térnek teszi ki a területet. Nehezebb járni rajta, mint egy normál burkolaton.",,
structure.floors.heatmaticfloor,Hősugárzó burkolat,,
structure.floors.heatmaticfloor.desc,Elegáns burkolatba épített fűtési alternatíva megnövelt fűtési sebességgel.,,
structure.floors.oxymaticfloor,OxyMatikus burkolat,,
structure.floors.oxymaticfloor.desc,Elegáns burkolat alapú oxigénszivattyú alternatíva gyorsabb oxigéntermeléssel.,,
structure.floors.tractorbeamtarget,Vonósugár Célpont,,
structure.floors.tractorbeamtarget.desc,"A <b>Vonósugár</b> eszköz által használt céljelző. Építsd oda, ahova szeretnéd, hogy a bejövő objektumok leszálljanak.",,
structure.floors.trapfloor,Csapdák,,
structure.floors.trapfloor.desc,"Olyan burkolati elem, amely tüskéi áthatolnak egy ellenséges lényen, mikor az rálép.",,
structure.walls.vent01,Szellőző,,
structure.walls.vent01.desc,"Passzív módon átengedi a levegőt. Egy szellőzőnyílás általában nem elegendő ahhoz, hogy egy helyiséget elegendő oxigénnel és hővel lásson el a szomszédos helyiségből. Győződj meg arról, hogy a szellőzőnyílások nem légkör nélküli területek felé néznek.",,
structure.walls.vent02,Beltéri Szellőző,2023-02-20,
structure.walls.vent02.desc,"Passzív módon átengedi a levegőt. Egy szellőzőnyílás általában nem elegendő ahhoz, hogy egy helyiséget elegendő oxigénnel és hővel lásson el a szomszédos helyiségből. Győződj meg arról, hogy a szellőzőnyílások nem légkör nélküli területek felé néznek.",,
structure.walls.ventarmored01,Páncélozott szellőző,,
structure.walls.ventarmored01.desc,Magas ellenállóképességű szellőző.,,
structure.walls.ventreinforced01,Megerősített szellőző,,
structure.walls.ventreinforced01.desc,A normál szellőző megerősített változata.,,
structure.walls.wall01,Fal,,
structure.walls.wall01.desc,Sima hajófal,,
structure.walls.wall02,Beltéri fal,2023-02-20,
structure.walls.wall02.desc,Egy beltéri hajófal.,2023-02-20,
structure.walls.wallarmored01,Páncélozott fal,,
structure.walls.wallarmored01.desc,"Erős, rendkívül ellenálló külső fal.",,
structure.walls.wallreinforced01,Megerősített Fal,,
structure.walls.wallreinforced01.desc,"A normál fal erősebb, ellenállóbb változata. Magasabb hőmérsékletnek is ellenáll.",,
structure.walls.wallsocket01,Konnektor {0}-{1},,
structure.walls.wallsocket01.desc,Fali elem rövid hatótávolságú csatlakozóval az elektromos hálózat megszervezéséhez. {0} csatlakozási helyet kínál {1} burkolóelem hatótávolsággal.,,
structure.walls.wallsocket02,Beltéri fali aljzat {0}-{1},2023-02-20,
structure.walls.wallsocket02.desc,Fali elem rövid hatótávolságú csatlakozóval az elektromos hálózat megszervezéséhez. {0} csatlakozási helyet kínál {1} burkolóelem hatótávolsággal.,,
structure.walls.wallsocketarmored01,Páncélozott fali csatlakozóaljzat {0}-{1},,
structure.walls.wallsocketarmored01.desc,"Rendkívül ellenálló fali aljzat, amely {0} csatlakozóhelyet kínál {1} távolságban.",,
structure.walls.wallsocketreinforced01,Megerősített Fali Aljzat {0}-{1},,
structure.walls.wallsocketreinforced01.desc,A fali aljzat megerősített változata.,,
structure.walls.window01,Ablak,,
structure.walls.window01.desc,A kolonisták imádni fogják a kilátást.,,
structure.walls.window02,Beltéri ablak,2023-02-20,
structure.walls.window02.desc,A kolonisták imádni fogják a kilátást.,,
structure.walls.windowarmored01,Páncélozott ablak,,
structure.walls.windowarmored01.desc,Nagy ellenálló képességű külső ablak.,,
structure.walls.windowreinforced01,Megerősített Ablak,,
structure.walls.windowreinforced01.desc,"A kolonisták imádni fogják a kilátást. Ellenállóbb, mint egy normál ablak.",,
studio.website,Stúdió honlapja,,
success,Siker,,
surface.slots,Felületi Helyek,,"This is for a menu item that shows the slots a surface of some furniture has for items like decorations or food, etc. Each slot can contain a different item. "
surrounded.by.people,Emberekkel körülvéve,,"Displayed as a status label for introverts / extroverts when they are surrounded by people. As in ""John is currently surrounded by people"""
suspending.neural.network,Neurális hálózat felfüggesztése,,
switch.off,Kikapcsolás,,
switch.on,Bekapcsolás,,
sync.level,Szinkronizációs Szint,,
sys.locked.by.research,Ez a funkció nem elérhető amíg a <b>{0}</b> nincs kifejlesztve.,,
system.scan.advanced,Fejlett rendszer letapogatás,,
system.scan.advanced.desc,"Javítja a csillagrendszer átvizsgálásának lehetőségét további céltípusokkal (rendellenességek, frakciók stb.)",,
system.scan.advanced.unlocked,Új letapogatási funkciókkal került kibővítésre a csillagtérkép felhasználói felülete. Építs <b>Rendszer letapogatót</b> a jelerősség növelése érdekében.,,
system.scan.basic,Alapszintű rendszer letapogatás,,
system.scan.basic.desc,Lehetővé teszi a csillagrendszerben történő erőforrások utáni letapogatás lehetőségét,,
system.scan.basic.unlocked,A csillagtérkép letapogató felhasználói felülettel lett felszerelve. Legalább egy <b>Radarra</b> lesz szükséged a rendszer erőforrásainak letapogatására.,,
take,Elvesz,,Action verb for a button that would force someone to pick up (take) and item
taken.tasks,Folyamatban lévő feladatok,,
target.amount,Célmennyiség,,
target.oxygen,Oxigénszint cél,,
target.selected,Cél kiválasztva,,
target.temperature,Célpont: {0},,
task.details,Feladat részletei,,
task.priority,Feladat Prioritás,,
tasks,Feladatok,,
teleporter.designate.for.trade,Kereskedelemre kijelölve,,
teleporter.designate.for.trade.tip,Jelöld ki ezt a Teleportálót kereskedelemre. Ez megszünteti a korábban hozzárendelt Kereskedelmi Teleportáló hozzárendelését.,,
teleporter.designated.for.trade,Kereskedelmi célra kijelölve,,Label on a teleporter that is meant to be a portal for traded goods
teleporter.designated.for.trade.tip,Ez a teleporter kereskedelemre lett kijelölve. Minden más hajóról vagy bolygóról vásárolt áru vagy lény ezen a Teleportálón keresztül kerül átszállításra.,,
teleporter.designated.unpowered,"A kereskedésre kijelölt Teleportáló jelenleg le van kapcsolva, vagy nincs áram alatt.",,
teleporter.ready,Teleportáló készen áll,,
telescope.found.planet,"A teleszkóp egy potenciálisan lakható bolygót észlelt: {0}, {1}, {2}. Ha lehetséges, el kéne jutnunk ide.<br><br>Teraformálásra lehet szükség, hogy a bolygót lakhatóvá tegyük a kolonisták számára. Azt javaslom, hogy kutatásunkat a terraformáló technológiára összpontosítsuk.",,
temp.connect,Ideiglenes kapcsolat,,
temp.connect.established,Ideiglenes kapcsolat létrejött,,
temp.range,{0} és {1} között növekszik,,"This is for plants, to show at what temperature a specific selected plant will grow. Example: ""Grows from -10C to 40C"""
temp.range.from,Min kényelmes hőmérséklet,,
temp.range.to,Max kényelmes hőmérséklet,,
temp.resistent,Ellenáll a hőmérsékletnek,,
temp.resistent.info,Ez a tárgy nem ég a külső légköri hőtől vagy tűztől. Továbbra is megolvasztható vagy elégethető speciális feldolgozó létesítményekben.,,
temp.storage,Ideiglenes tároló,,
temp.too.cold,Túl hideg,,
temp.too.hot,Túl meleg,,
temperature,Hőmérséklet,,
template.too.big,A sablon túl nagy! Maximális mérete 16x16 lehet,,
terraform.aqua.bar,Óceánok Létrehozása: {0},,
terraform.atmo.bar,Légkör Létrehozása: {0},,
terraform.bio.bar,Bioszféra Létrehozása: {0},,
terraform.completed,"Befejeztük a terraformálási műveleteket a következő napon: {0}! A bolygó készen áll emberi kolonisták befogadására.<br><br>Ha készen állsz, indítsd el a ""Kolonizálás"" eljárást a Terraformálás Nézetben.",,
terraform.terrain.bar,Terep létrehozása: {0},,
terraform.type.Atmosphere,Légkör,,
terraform.type.Biosphere,Bioszféra,,
terraform.type.completed,{0} Terraformálása Befejeződött,,
terraform.type.Oceans,Óceánok,,
terraform.type.Terrain,Terep,,
terraformable.planets,Terraformálható Bolygók,,
terraforming,Terraformálás,,
terraforming.about,"Csatlakoztunk a Termaformáló Konzolhoz! Kattints a Terraformálás Nézet elemre, ha többet szeretnél megtudni az aktuális terraformálási lehetőségekről.<br><br>Lásd a Terraformálás szakaszt is a Kódex > Üzemeltetési Kézikönyvében.",,
terraforming.ineffective,Terraformálás Hatástalan,,
terraforming.ineffective.info,"Egy terraformáló eszköz fut; azonban nem vagyunk terraformálható bolygó közelében. Azt javasoltam, hogy az erőforrások megtakarítása érdekében kapcsold ki az összes terraformáló eszközt.",,
terraforming.material,Terraformáló Nyersanyag,,
terraforming.material.bar,Terraformáló Nyersanyag: {0}/{1},,
terraforming.material.type,Fogyaszt: {0},,
terraforming.now,{0} terraformálása,,
test.configuration,Konfiguráció Tesztelése,,
tex.eighth,Nyolcad,,
tex.full,Teljes,,
tex.half,Fél,,
tex.quarter,Negyed,,
text.too.long,Szöveg Túl Hosszú,,
text.too.long.desc,A szöveg {0} karakter hosszú. {1} értékre lett levágva.,,
texture.size,Textúra minősége,,
thank.you.for.playing,"Köszönjük, hogy Stardeusszal játszottál",,
their.valuables,Értékeik,,
tier.locked.tip,"Kutass ki még <b>{0}</b> darab <b>{1}. szintű</b> technológiát, hogy hozzáférhess a <b>{2}. szinthez</b>",,
tier.num,{0}. szint,,
tiles.traveled,Utazott távolság,,
time.ago,{0} ezelőtt,,
time.since.damage.received,Az utolsó sérülés óta eltelt idő,,
time.stopped,Az Idő Áll,,
time.till.impact,Idő a Becsapódásig,,
times.evaluated,Idők Kiértékelve,,
tint.sys.locked,"Fejleszd ki a <b>Festék</b> technológiát, hogy hozzáférhess ehhez a funkcióhoz.",,
tint.sys.unlocked,A <b>festés nézet</b> mostmár elérhető!,,
tip,Tipp,,
tip.long.press,Kattints és tartsd lenyomva az ilyen típusú gombok aktiválásához,,
toggle,Módosítás,,
toggle.button.size,Gombméretek megváltoztatása,2023-08-16,
toggle.layout,Váltás Nézet,,
toggle.log,Naplózó,,
toilet,Budi,,
toilet.dirty,A budit takarítani kell,,
toilet.fill.bar,Biohulladék mennyisége: {0}/{1},,
toilet.overflowing,A budi túlcsordult,,
too.hot.tip,"Ha a terület túlságosan felmelegszik, építs fel néhány <b>radiátort</b> a hő elleni küzdelem érdekében, vagy győződj meg arról, hogy a terület a szabad űrnek van kitéve a hőforrás közelében.",,
too.many.active.orders,Túl Sok Aktív Parancs,,
too.many.active.orders.info,"<b>{3}</b> új parancs nem adható hozzá a <b>memóriakorlát</b> miatt.<br><br><b>{0}</b> aktív feladat van. <b>{1}EB</b> <b>memóriája</b> van, ami <b>{2}</b> feladatot enged.",2022-08-10,
took.damage,{0} {1} sebzést szenvedett el itt: {2},2023-09-14,
took.damage.from,{0} {1} sebzést szenvedett el {2}-tól itt: {3},2023-09-13,
tool.add_dirt,Kosz hozzáadása,,
tool.add_dirt.desc,Különféle koszfoltot hoz létre.,,
tool.ads_cancel,Feladat Törlése,,
tool.ads_cancel.desc,Törli az összes feladatot a kiválasztott területen.,,
tool.ads_priority,Prioritás módosítása,,
tool.ads_priority.desc,Növeli vagy csökkenti a feladat prioritását a kiválasztott területen.,2022-06-25,
tool.ads_retry,Feladat Újrapróbálása,,
tool.ads_retry.desc,Újra megpróbálja a sikertelen feladatokat a kiválasztott területen belül.,,
tool.choose_pos,Pozíció Kiválasztása,,
tool.connect,Csatlakoztatás,,
tool.copy_config,Konfiguráció Másolása,,
tool.copy_config.desc,"Másolja néhány objektum konfigurációját (lámpák, virágtartók, napelemek stb.)",,
tool.create_explosion,Robbanást létrehozása,,
tool.create_explosion.desc,Robbanást hoz létre.,,
tool.create_template,Sablon létrehozása,,
tool.create_template.desc,Generáláskor használható sablont hoz létre.,,
tool.damage_tiles,Sebzés,,
tool.damage_tiles.desc,Sebzi az objektumokat.,,
tool.deal_damage.line,Sérülési vonal területe,,
tool.deal_damage.line.desc,Sebzést okoz egy vonal húzásával.,,
tool.deal_damage.square,Sebez egy négyzet alakú területen,,
tool.deal_damage.square.desc,Sebzést okoz egy téglalap húzásával.,,
tool.dev_inspect,Fejlesztői Megfigyelő Eszköz,,
tool.dev_inspect.desc,A játékmotor belsejének ellenőrzéséhez.,,
tool.energy_connect,Csatlakozás,,
tool.energy_connect.desc,A csatlakoztatáshoz vagy leválasztáshoz húzz egy elektromos eszközt egy másikra.,,
tool.free_select,Szabad kiválasztás,,
tool.free_select.desc,Húzd az egeret több lény kiválasztásához. Kattints egy lényre vagy lapkára további információkért.,,
tool.heat,Hőmérséklet beállítása,,
tool.manage_ads,Feladatok kezelése,,
tool.manage_ads.desc,"Módosítsa a feladatok prioritását, vagy töröli azokat.",,
tool.menu.recent.desc,A nemrég használt tervrajzok listáját tartalmazza.,,
tool.menu.type,Eszközmenü típusa,,
tool.menu.type.grid,Rács menü,,
tool.menu.type.radial,Radiális menü,,
tool.place_tiles,Építés,,
tool.place_tiles.desc,Építkezéshez tárgyakat épít.,,
