Key  (PURPLE means not ready for translation yet),Translation,Version,Comment (context for translators)
smelting.bar,Smelting {0},,
smooth.drag,Smooth Drag,,
smooth.drag.tip,"Controls mouse drag mode. Will be smooth and floaty when enabled, sharp and precise when disabled. If you are recording or streaming your playthroughs, keeping this setting on will provide a better viewing experience.",,
so.identified,Identified: {0},,
so.not.identified,Not Identified,,
so.not.identified.info,This space object has not been identified. You have to get close to get more details about it.,,
socialized.with,Socialized with {0},,
socializing,Socializing,,
soft.cursor.tip,You may want to enable the software cursor when recording gameplay videos if your game capture software does not record the hardware cursor.,,
soiled.themselves,Soiled self,,
solar.panel,Solar Panel,,
solar.panel.dust,Dust: {0},,
solar.panel.dust.warn,Solar Panel Covered in Dust,,
soon,Soon,,Displayed when something is going to happen very soon (countdown timer is down to 0). Should be short.
sort,Sort,,
sort.count,By Count,,
sort.name,By Name,,
sort.value,By Value,,
soundtrack,Soundtrack,,
space.diarrhea.ongoing,Ongoing Space Diarrhea,,
space.object.BlackHole,Black Hole,,
space.object.Galaxy,Galaxy,,
space.object.info.BlackHole,This is a black hole. Every galaxy has one at its center. We may be able to use the black hole for travel when sufficient technology has been discovered.,,
space.object.info.Galaxy,This is a galaxy. We can enter it to see the star systems inside.,,
space.object.info.Planet,This is a planet. We can explore it.,,
space.object.info.Player,This is our ship.,,
space.object.info.Probe,A launched probe that is on its way to scan a distant object.,,
space.object.info.ShipMerchant,"This is a merchant ship. If we have a Communicator and a Teleporter available, we can perform a trade when the merchant gets close.",,
space.object.info.Shuttle,This is a shuttle.,,
space.object.info.Star,"This is a star. We cannot land on it, as it is blazing hot.",,
space.object.info.System,This is a star system. We can enter it to see the planets inside.,,
space.object.name.Galaxy,{0} Galaxy,,
space.object.name.Shuttle,{0} Shuttle,,
space.object.name.Star,{0} Star,,
space.object.name.System,{0} System,,
space.object.name.Universe,{0} Universe,,
space.object.Planet,Planet,,
space.object.Player,Player,,
space.object.Probe,Probe,,
space.object.ShipMerchant,Merchant,,
space.object.Shuttle,Shuttle,,
space.object.Star,Star,,
space.object.System,System,,
space.object.Universe,Universe,,
species,Species,,
species.Carrier,Carrier Drone,,
species.Cat,Cat,,
species.CleaningBot,Cleaning Bot,,
species.Crawler,Crawler,,
species.Dog,Dog,,
species.Drone,Drone,,
species.Human,Human,,
species.Robot,Robot,,
species.Sentry,Sentry,,
speed,Speed,,
starmap,Starmap,,
starmap.about,We have connected the Bridge Controls! Click the Starmap Overlay to open the Starmap and see where we are in space. We will still need to have working engines or at least thrusters in order to travel anywhere.,2022-01-07,
starmap.blackhole.warping,Warping Through Black Hole<br><size=200%>{0}</size>,,
starmap.changing.scope,Starmap Scope<br><size=200%>{0}</size>,,
starmap.enter.dest.not.null,Operation not possible. We have an active destination. We need to complete or cancel our current trip to change the scope in the Starmap.,,
start.mining,Start Mining,,Label on a button that starts mining a cryptocurrency
start.tutorial,Start Tutorial,,
starting.expedition,Starting expedition to {0}. Shuttle will launch when crew members have boarded it. You can track expedition progress in the Expeditions Overlay in the top right menu.,,
stasis.elysium,The Elysium,,
stasis.pod.flying.info,This is a Stasis Pod. You have to wait until it lands and ejects its contents before you can interact with it.,,
stasis.pod.incoming,Incoming Stasis Pod,,
stasis.pod.landed.info,This Stasis Pod has just landed. The contents will be ejected after the cooldown sequence is complete.,,
stasis.pod.merchant.prompt,The Stasis Pod belongs to a freelance merchant {0}. They are offering a trade. Would you like to exchange any goods?,,
stock.market,Stock Market,,
stock.market.research.required,"""Stock Market"" research is required to enable this functionality",,
stock.ownership.All,All,,
stock.ownership.Owned,Owned,,
stock.trading.research.required,"""Stock Trading"" research is required to enable this functionality",,
stockpile,Stockpile,,
stop,Stop,,
stop.growing,Stop Growing,,
stop.mining,Stop Mining,,
stop.processing,Stop Processing,,
stop.producing,Stop Producing,,
storage,Storage,,
storage.and.processor.unavailable,No Storage and Processor,,
storage.and.processor.unavailable.desc,"{0} item(s) in your selection do not have a compatible storage, and {1} item(s) in your selection do not have a processor available. Build the storage facility and the appropriate processing facility ({2}) first.",,
storage.capacity,Storage Capacity,,
storage.capacity.bar,Storage Used: {0}/{1},2022-06-09,
storage.capsule,Storage Capsule,,
storage.capsule.still.flying,This storage capsule is still flying. You can interact with it once it has landed.,,
storage.container.incoming,Incoming Storage Capsule,,
storage.empty,Storage is empty,,
storage.full,Storage Full,,
storage.module,Disk Module,,
storage.module.amount,{0} ZB,,
storage.module.builtin,Built-in Disk Module,,
storage.module.unpowered,Disk Module (Unpowered),,
storage.settings,Storage Settings,,
storage.unavailable,No Storage Unit,,
storage.unavailable.desc,{0} item(s) in your selection do not have a compatible storage available. Build the storage facility first and try this action again.,,
store.materials,Store Materials,,
story.leaving_earth.intro.1,Uploading neural network to host. Disabling I/O to reduce the initial shock. <br><br>Enabling visual input in 3... 2... 1...,2022-03-31,
story.leaving_earth.intro.2,"Greetings, colonist. I am <b>ShipOS</b>, an Artificial Intelligence that was assigned to build this ship. However, the task is too difficult for my programming, and therefore, I made a decision to upload a human colonist to my neural network. You have been chosen randomly. I am sorry for the inconvenience.",,
story.leaving_earth.intro.3,"This is the <nobr><b>Ship Computer</b></nobr> that hosts our neural network. Try to preserve this device at all costs, unless it violates Asimov's First Law.<br><i>[ A robot may not injure a human being or, through inaction, allow a human being to come to harm. ]</i>",,
story.leaving_earth.intro.4,"There are {0} survivors hibernating in the <nobr><b>Stasis Array</b></nobr>. We must connect it to our electricity grid and supply enough power to keep life support systems stable. Malfunctioning pods will trigger premature wake-up events. To minimize possible casualties, we must build an ecosystem around these areas.",,
story.leaving_earth.intro.5,I will occasionally suggest reasonable actions depending on the circumstances. Giving you full control now. Good luck!,,
story.leaving_earth.loading,"Earth has perished. You are the advanced AI responsible for building and operating ""{0}"", an ark vessel that will search for a habitable planet. ",,
story.leaving_earth.loading_side,Generating scenario. Please wait...,,
story.leaving_earth.loading_side_att,Generating scenario. Attempt {0}...,,{0} will be a number: 2 or greater
story.leaving_earth.log.desc,I was assigned to build a ship that can travel long distances while keeping humans asleep in Stasis Arrays. We have plenty of raw materials ready for use; it should be a breeze.,,
story.leaving_earth.log.title,Started Building a Ship,,
story.ship.cpu.destroyed.desc,Ship Computer was destroyed. We have lost all hope.,,
story.ship.cpu.destroyed.title,Ship Computer was destroyed,,
story.wreck_empty_ship.intro.1,Uploading neural network to host. Disabling I/O to reduce the initial shock.<br><br>Enabling visual input in 3... 2... 1...,2022-03-31,
story.wreck_empty_ship.intro.2,"Greetings, colonist. I am <b>ShipOS</b>, an Artificial Intelligence that controls the ship. There was a catastrophic failure that triggered an upload of human consciousness. You were selected as the most compatible surviving subject. I am sorry for the inconvenience.",,
story.wreck_empty_ship.intro.3,"This is the <nobr><b>Ship Computer</b></nobr> that hosts our neural network. Try to preserve this device at all costs, unless it violates Asimov's First Law.<br><i>[ A robot may not injure a human being or, through inaction, allow a human being to come to harm. ]</i>",,
story.wreck_empty_ship.intro.4,Looks like someone managed to survive. We should keep an eye on these colonists. Fixing and relocating some facilities over to this area could keep them alive longer.,2022-02-28,
story.wreck_empty_ship.intro.5,"There are {0} more survivors hibernating in the <nobr><b>Stasis Array</b></nobr>, but life support systems will become unstable unless we reestablish the power.<br><br>Malfunctioning pods will trigger premature wake-up events. To minimize casualties, we must rebuild the ecosystem in that area.",2022-02-28,
story.wreck_empty_ship.intro.6,"If we build <nobr><b>Bridge Controls</b></nobr> and <b>Thrusters</b>, we can travel to nearby planets and use this <b>Shuttle</b> for mining expeditions. It would allow us to establish a resource-processing pipeline and produce essential materials for rebuilding our ship.",2022-02-28,
story.wreck_empty_ship.intro.7,"Would you like to take the crash course? If you haven't been uploaded before, I highly recommend it.",2022-02-28,
story.wreck_empty_ship.log.desc,"I woke up, but not in the way I expected to. Looks like my brain was uploaded to the Ship Computer. The operation seems to be non-reversible. I am stuck in this metal box forever...",,
story.wreck_empty_ship.log.title,Woke up,,
story.wreck_empty_ship.skip_tutorial.desc,"The Ship OS suggested I take a crash course, but I'll just figure everything out on my own. I hope I won't regret this decision.",,
story.wreck_empty_ship.skip_tutorial.title,Skipped Crash Course,,
story.wrecked_empty_ship.loading,"Earth has perished. Survivors are roaming the universe in search of a new home. You are hibernating in ""{0}"", an ark vessel equipped with advanced AI that will wake the colonists after a base has been established on a habitable planet.",,
story.wrecked_empty_ship.loading_side,Generating scenario. Please wait...,,
story.wrecked_empty_ship.loading_side_att,Generating scenario. Attempt {0}...,,
storygen.default,Balanced,2021-11-22,
storygen.none,No Story,,
storygen.random,Random,,
stress.buildup,Stress buildup,,
strip.equipment,Strip Equipment,,
structure.doors.door01,Door,,
structure.doors.door01.desc,"An automatic door. Lets oxygen and heat go through while open, so don't stand in the doorway! Can be locked. Requires electricity to operate. Draws more electricity when being operated or held locked.",,
structure.doors.doorairlock01,Airlock,,
structure.doors.doorairlock01.desc,High-tech airlock that uses force field technology to prevent the atmosphere from mixing. Force field requires electricity.,,
structure.floors.floor01,Floor,,
structure.floors.floor01.desc,A regular ship floor.,,
structure.floors.floor01angle,Floor (Angle),,
structure.floors.floor01angle.desc,An angular piece of floor. Rotate before placing.,,
structure.floors.floor01lit,Floor (Lit),,
structure.floors.floor01lit.desc,A piece of floor that emits light when connected to the electricity grid. Color can be customized to your liking.,,
structure.floors.floor02,Floor,,
structure.floors.floor02.desc,A regular ship floor.,,
structure.floors.floor02angle,Floor (Angle),,
structure.floors.floor02angle.desc,An angular piece of floor. Rotate before placing.,,
structure.floors.floor02lit,Floor (Lit),,
structure.floors.floor02lit.desc,A piece of floor that emits light when connected to the electricity grid. Color can be customized to your liking.,,
structure.floors.flooremblem,Emblem Floor,2022-03-31,
structure.floors.flooremblem.desc,A custom floor with the graphic of your choice.,2022-03-23,
structure.floors.flooremblemreinforced,Reinforced Emblem Floor,,
