Key,Translation,Version,Comment
tool.store.de,sc,"Faites glisser les objets pour les transporter vers un stockage compatible",2021-11-10,
total.items.p,roduced,Total des articles produits,
tractor.beam,,Rayon tracteur,
trade,Commerc,e,
trade.buying,,Leur offre,
trade.cancel,,Annuler l'échange,
trade.execute,,Faire l'échange,
trade.failed,,Échec de l'échange,
trade.merchan,t.not.enough.cash,Le marchand n'a pas assez d'argent pour régler cette transaction.,
trade.modifie,d,Tous les articles n'étaient pas vendables au moment de la transaction. Veuillez essayer d'exécuter la l'échange avec le temps arrêté pour éviter de modifier les articles que vous vendez.,
trade.no.offe,r,"Pour exécuter un échange, ajoutez quelques éléments pour l'échange. Si vous ne voulez rien échanger, utilisez le bouton Annuler l'échange.",
trade.no.tele,porter,"Ce commerce nécessite un téléporteur qui fonctionne pour transférer les marchandises. Veuillez en construire un ou vous assurer que celui que vous avez est alimenté, puis réessayez.",
trade.not.eno,ugh.cash,Vous n'avez pas assez d'argent pour régler cette transaction.,
trade.selling,,Notre offre,
trade.telepor,ter.required,Téléporteur requis,
trade.telepor,ter.required.info,Ce commerce nécessite un téléporteur fonctionnel pour transférer des marchandises.,
traffic,Trafi,c,
train.skill,C,ompétence d'entraînement,
training.fail,ed,Échec de la formation,
training.fail,ed.info,{0} est actuellement incapable de recevoir une formation de quelque nature que ce soit,
training.skil,l,Formation {0},
trait.ablutop,hobic,Ablutophobe,
trait.ablutop,hobic.about,"L'ablutophobie est la peur écrasante de se baigner, de nettoyer ou de se laver. Les êtres ablutophobes seront réticents à utiliser les douches.",
trait.always_,hungry,Toujours affamé,
trait.always_,hungry.about,"Mieux vaut mettre un verrou sur ce réfrigérateur, car cet être le pillera souvent",
trait.b_wave_,resistent,Résistant aux ondes bêta,
trait.b_wave_,resistent.about,Les êtres résistants aux ondes bêta sont immunisés contre le contrôle mental à distance. On peut toujours les rendre obéissants avec des implants.,
trait.cleanin,g_ocd,Nettoyage du trouble obsessionnel-compulsif,
trait.cleanin,g_ocd.about,Les personnes atteintes de trouble obsessionnel-compulsif de nettoyage abandonneront parfois leur travail et commenceront à nettoyer les sols si les sols sont sales. Vous pouvez éviter cela en ayant suffisamment de robots de nettoyage.,
trait.enlight,ened,Éclairé,
trait.enlight,ened.about,"Cet être a atteint l'illumination et possède une conscience non-duelle permanente. Les êtres éveillés ne peuvent former aucun attachement à des choses, des substances ou d'autres êtres. Ils sont également immunisés contre les dépressions mentales.",2022-07-07,
trait.extrove,rted,Extraverti,
trait.extrove,rted.about,Personne extravertie (À faire écrire),
trait.fast_me,tabolism,Métabolisme rapide,
trait.fast_me,tabolism.about,Les êtres au métabolisme rapide ont faim plus rapidement et mangent plus de nourriture,
trait.hat_per,son,Personne avec chapeau
trait.hat_per,son.about,Cette personne aime porter un chapeau décontracté.,
trait.human,H,umain,
trait.human.a,bout,Humain (À faire écrire),
trait.insomni,ac,Insomniaque,
trait.insomni,ac.about,L'insomnie empêchera d'être endormi jusqu'à ce qu'ils soient presque évanouis. Leur sommeil ne sera pas non plus de grande qualité. Les insomniaques seront plus fatigués que les autres.,
trait.introve,rted,Introverti,
trait.introve,rted.about,Personne introvertie (À faire écrire),
trait.long_sl,eeper,Long dormeur,
trait.long_sl,eeper.about,Il faut plus de temps pour passer une bonne nuit,
trait.nudist,,Nudiste,
trait.nudist.,about,Les nudistes n'aiment pas porter de vêtements,
trait.Pet,Ani,mal,
trait.short_s,leeper,Dormeur court,
trait.short_s,leeper.about,Cet être dort moins longtemps qu'une moyenne,
trait.showere,r,Douche,
trait.showere,r.about,"Les douches adorent se baigner, elles voudront le faire plus fréquemment et prendront plus de temps",
trait.slow_me,tabolism,Métabolisme lent,
trait.slow_me,tabolism.about,Les êtres au métabolisme lent ont moins faim et mangent moins,
trait.slow_po,oper,Caca lent,
trait.slow_po,oper.about,"Nous connaissons tous quelqu'un qui passe une éternité aux toilettes.",2022-08-04,
traits,Traits,,
transform.at,,À {0},
travel.here,V,oyagez ici,
try.turn.on,E,ssayer d'allumer.,
turn.on,Allum,er,
turret.charge,.bar,Charge de la tourelle: {0}/{1},
turret.settin,gs,Paramètres de la tourelle,
tutorial.buil,d_connector_place,"Placez le connecteur là où sa portée atteindra le réacteur à matière, la batterie et l'ordinateur de bord. Vous pouvez voir la plage du connecteur lorsque vous effectuez un zoom arrière.",
tutorial.buil,d_connector_wait,En attendant que les ouvriers finissent la construction. Utilisez <b>{0}</b> pour revenir au mode de sélection libre.,
tutorial.buil,d_connector,"Réacteur de matière est construit, mais nous devons le relier à notre grille. Créez un <nobr><b>Connecteur</b></nobr>. Trouvez-le dans le menu du bas.<br><br>{0}",
tutorial.buil,d.range.info,"Veuillez construire dans les {0} cases de l'ordinateur du vaisseau.",
tutorial.buil,d_reactor_place,"Cliquez sur <b>{0}</b> au-dessus du sol intact pour commander la construction. Utilisez <b>{1}</b> pour faire pivoter l'objet avant de le placer. Le <b><color=#d2c2d6ff>cercle</color></b> est le point de travail, il ne peut pas être obstrué. Le robot doit pouvoir atteindre le réacteur, car les drones n'auront pas les compétences nécessaires pour le construire.",2022-05-11,
tutorial.buil,d_reactor_wait,Cliquez maintenant sur <b>{0}</b> pour revenir au mode <nobr><b>Sélection libre</b></nobr>.,
tutorial.buil,d_reactor_wait.2,En attente de chantier. Vous pouvez sélectionner le réacteur non construit et utiliser le panneau d'informations en haut à gauche pour voir ce qui se passe avec la tâche de construction.,
tutorial.buil,d_reactor,"<b>La recherche énergétique</b> est terminée, nous avons installé de nouveaux plans d'objets.<br><br>Construisez un <nobr><b>Réacteur à matière</b></nobr> pour commencer à produire de l'électricité.<br><br>{0}",
tutorial.came,ra_pan,Utilisez <b>{0}</b> pour effectuer un panoramique de la caméra. Déplacez la caméra pour accuser réception.,
tutorial.came,ra_zoom,Utilisez <b>{0}</b> pour effectuer un zoom avant et arrière sur la caméra.,
tutorial.char,ge_station_link,"Reliez maintenant la <nobr><b>station de recharge</b></nobr> au <b>connecteur</b>.<br><br>Vous pouvez appuyer sur {0} et commencer à faire glisser le connecteur pour basculer automatiquement dans l'outil {1} <b>Se connecter</b>.",2022-07-01,
tutorial.char,ge_station_place,Trouvez maintenant un bon endroit dans la portée de votre connecteur et cliquez sur <b>{0}</b> pour commander la construction.,
tutorial.char,ge_station_wait,Utilisez <b>{0}</b> à tout moment pour revenir au mode <nobr><b>Selection Libre</b></nobr>. En attente de chantier.,
tutorial.char,ge_station,"Vos travailleurs ont aussi besoin d'énergie. Utilisez la <nobr><b>Recherche rapide</b></nobr> pour trouver un plan de <nobr><b>station de recharge</b></nobr>. Appuyez sur <b>{0}</b>, tapez ""charge"", puis appuyez sur {1}.",
tutorial.char,ge_station.controller,Vos travailleurs ont aussi besoin d'énergie. Construisez une <nobr><b>station de recharge</b></nobr>. Vous pouvez le trouver dans le menu.,
tutorial.clos,e_panel,"Au fur et à mesure que vous recherchez de nouvelles technologies, le <nobr><b>Research Storage</b></nobr> se remplira. Finalement, vous devrez ajouter de nouveaux modules de mémoire et de disque pour continuer vos recherches. Appuyez maintenant sur <b>{0}</b> pour fermer l'arbre de recherche.",
tutorial.clos,e.overlay,Fermez la surcouche pour continuer. Vous pouvez utiliser {0} pour le faire.,
tutorial.conn,ector.link.1,Créons maintenant un réseau électrique. Il distribuera <b>l'énergie</b> et fournira <nobr><b>des connexions de données</b></nobr>.<br><br>Vous ne pouvez contrôler que l'équipement connecté au réseau de l'ordinateur de bord .<br><br>Sélectionnez l'outil <b>Se connecter</b>: {0} {1},2022-07-01,
tutorial.conn,ector.link.2,"Avec l'outil ""Connecter"" sélectionné, cliquez et faites glisser une ligne entre <nobr><b>l'Odinateur de bord</b></nobr> et le <b>Connecteur</b>.",2022-02-28,
tutorial.conn,ector.link.3,"Maintenant, cliquez et faites glisser une ligne pour créer une connexion entre le <b>Connecteur</b> et le <b>Réacteur à Matière</b>.",2022-02-28,
tutorial.conn,ector.link.4,"Maintenant, cliquez sur <b>{0}</b> pour quitter le mode de connexion, puis activez la surcouche <nobr><b>Réseau électrique</b></nobr> dans le menu en haut à droite.",2022-02-28,
tutorial.deco,nstruct_mass.1,"Il existe un moyen plus efficace de commander une déconstruction en masse.<br><br>Utilisez {0} pour ouvrir le <b><nobr>menu radial</nobr></b>, puis sélectionnez le <nobr><b> {1} Outil de déconstruction</b></nobr>.",2022-03-31,
tutorial.deco,nstruct_mass.2,"Avec l'outil <b>Déconstruction</b> sélectionné, faites glisser un rectangle <b>3x3</b> sur une zone pour ordonner la déconstruction de masse.",
tutorial.deco,nstruct_mass.limit,La déconstruction en masse est actuellement limitée à 25 tuiles pour la durée du didacticiel. La création d'un grand nombre de tâches pour les travailleurs n'est pas recommandée pour le moment.,
tutorial.deco,nstruct_single,"Nous aurons besoin de matières premières pour la construction et la production d'électricité.<br><br>Utilisez <b>{0}</b> pour sélectionner une seule dalle de mur ou de sol, puis cliquez sur <b>{1}</b> pour ouvrir un menu contextuel et choisissez <nobr><b>Déconstruire</b></nobr>.",2022-06-21,
tutorial.deco,nstruct.obj,La déconstruction d'objets est actuellement désactivée.,
tutorial.dire,ct_orders.1,"Nous avons vu les bases, mais il reste encore beaucoup à apprendre. Il n'y a pas de temps pour tout vous montrer, mais vous pouvez découvrir les choses en explorant l'interface et tous les menus.<br><br>Vous devrez lire attentivement si vous souhaitez maîtriser toutes les subtilités de l'exécution des opérations.<br><br>Je vais vous laisser apprendre à donner des ordres directs à nos travailleurs.Sélectionnez n'importe quel travailleur et recherchez le bouton <b><nobr>Contrôle direct</nobr></b> dans la section <b><nobr>Travailleur</nobr></b> de l'interface.",
tutorial.dire,ct_orders.2,"Utilisez maintenant les informations fournies dans la fenêtre contextuelle <b><nobr>Contrôle direct</nobr></b> pour forcer l'un de vos travailleurs à se déplacer vers n'importe quelle position de votre choix.",
tutorial.end,,"Le cours accéléré est maintenant terminé. Merci pour vôtre patience. Pour en savoir plus, je vous recommande vivement d'explorer le <b>Manuel des opérations</b> dans le Codex.<br><br>Je ferai occasionnellement des suggestions lorsque certaines actions seront raisonnables. Gardez un oeil sur la liste des événements.<br><br>Je vous donne les autorisations complètes. Bonne chance.",2022-08-18,
tutorial.ener,gy_grid,"Vous pouvez utiliser la surcouche <nobr><b>réseau électrique</b></nobr> pour trouver les appareils déconnectés, voir le flux d'énergie et la quantité de production et de consommation. Désactivez la surcouche du ""réseau électrique"" pour continuer. <b>{0}</b> fermera la surcouche si rien d'autre n'est sélectionné.",
tutorial.even,ts,"Sous les commandes de surcouche, vous trouverez une liste des notifications d'événements en cours. Je vous enverrai une notification de test lorsque vous serez prêt.",
tutorial.even,ts.1,Fermez la notification pour continuer.,
tutorial.even,ts.2,"Lorsqu'un événement est déclenché par un objet, cliquer sur l'icône se concentrera sur l'objet. Je vais maintenant générer un événement de batterie. Cliquez sur l'icône d'événement pour sélectionner la batterie.",
tutorial.guid,elines,"Pour vous faciliter la tâche, je vais rendre des directives visuelles. Suivez ces directives si vous ne savez pas quoi faire. Vous pouvez cliquer et faire glisser cette boîte de dialogue pour la déplacer. Le cours devrait durer environ 15 minutes. Commençons!",
tutorial.info,,"Les objets sélectionnés auront un contour vert et le panneau d'informations apparaîtra en haut à gauche.<br><br>Utilisez <b>{0}</b> pour sélectionner l'<nobr><b>ordinateur de bord</b> </nobr>.<br><br>Si vous ne le trouvez pas, utilisez <b>{1}</b> pour faire la mise au point de la caméra sur l'ordinateur. Appuyez sur <b>{1}</b> lorsque l'ordinateur est sélectionné, la caméra se concentrera sur l'ensemble du vaisseau.",2022-02-28,
tutorial.log.,end.desc,"J'ai terminé avec succès le cours accéléré ShipOS. Le plus important à retenir est que je dois me connecter à tous les appareils électriques avant de pouvoir les utiliser. Il y avait aussi quelque chose à propos de sauver les survivants humains, ils auront besoin d'oxygène et d'une température plus chaude. Je ferais mieux de vérifier les surcouches et de rechercher la technologie nécessaire.",
tutorial.log.,end.title,Cours accéléré terminé,
tutorial.log.,skip.desc,"Le cours accéléré était ennuyeux, je l'ai sauté. Il n'y a pas de meilleure façon d'apprendre des choses qu'en faisant simplement.",
tutorial.log.,skip.title,Cours accéléré ignoré,
tutorial.log.,start.desc,"J'ai accepté la proposition de suivre le cours accéléré, tout comme l'a suggéré ShipOS. J'ai besoin d'apprendre ce qu'il en est avant de tout gâcher encore plus.",
tutorial.log.,start.title,Cours accéléré commencé,
tutorial.no.e,xpected.build,Vous n'êtes pas censé commander une nouvelle tâche de construction pour le moment.,
tutorial.over,lays,"Sous les commandes de temps, vous trouverez des boutons pour basculer entre les surcouches qui affichent des informations utiles sur l'état du vaisseau. Activez et désactivez certaines surcouches dès maintenant. Vous pouvez également utiliser les touches {0}.",
tutorial.over,lays.2,Vous devez cliquer deux fois sur la même icône de surcouche pour l'activer et la désactiver. Faites ceci pour reconnaître.,
tutorial.over,lays.controller,"Sous les commandes de temps, vous trouverez des boutons pour basculer entre les surcouches qui affichent des informations sur l'état du vaisseau. Activez et désactivez certaines surcouches dès maintenant.<br><br>Vous pouvez utiliser {0} pour naviguer rapidement dans l'interface utilisateur.",,
tutorial.reac,tor_configure,"Pour commencer à produire de l'électricité, le réacteur doit être configuré pour brûler un certain type de matière première. Sélectionnez le réacteur et cliquez sur l'icône d'avertissement indiquant <nobr><b>Carburant non configuré</b></nobr>. Sélectionnez ensuite le type de carburant. Je suggère la plaque d'acier, car elle brûle assez efficacement et est facile à obtenir.",
tutorial.reac,tor_wait_fill_done,Le réacteur a été alimenté et il produit maintenant de l'électricité.,
